,date,user_loc,followers,friends,message,tokens,no,predictions
173,2/19/2019 11:17,"Enugu, Nigeria",2910,415,"nowplaying  gbona""'  on playzone with  tuesday tuesdaymotivation tuesdaythoughts enugu","['nowplaying', 'gbona', 'playzone', 'tuesday', 'tuesdaymotivation', 'tuesdaythoughts', 'enugu']","['nowplaying', 'gbona', 'playzone', 'tuesdaymotivation', 'enugu']",0
174,2/19/2019 11:17,Africa,1175,5002,tv station cancels live broadcast because female referee was wearing shorts  femalesoccer… ,"['tv', 'station', 'cancels', 'live', 'broadcast', 'female', 'referee', 'wearing', 'shorts', 'femalesoccer…']","['tv', 'station', 'cancels', 'live', 'broadcast', 'female', 'referee', 'wearing', 'shorts', 'femalesoccer…']",4
175,2/19/2019 11:17,,312,608,"bmw 420 gran coupe 2.0 d 190 m sport manual £226.11 + vat monthly rentals £2034.99 + vat initial rental, contract t… ","['bmw', '420', 'gran', 'coupe', '20', '190', 'sport', 'manual', '£22611', 'vat', 'monthly', 'rentals', '£203499', 'vat', 'initial', 'rental', 'contract', 't…']","['bmw', '420', 'gran', 'coupe', '20', '190', 'sport', 'manual', '£22611', 'vat', 'monthly', 'rentals', '£203499', 'vat', 'initial', 'rental', 'contract', 't…']",0
176,2/19/2019 11:17,UK.,621,511,"in the year that sees 80 yrs since start of wwii and food rationing, here's 'beautiful words from the past' . (fr… ","['year', 'sees', '80', 'yrs', 'since', 'start', 'wwii', 'food', 'rationing', 'heres', 'beautiful', 'words', 'past', 'fr…']","['year', 'sees', '80', 'yrs', 'since', 'start', 'wwii', 'food', 'rationing', 'heres', 'beautiful', 'words', 'past', 'fr…']",0
177,2/19/2019 11:17,,352,447,"to contribute to society, one has to step out of their comfort zones.    ","['contribute', 'society', 'one', 'step', 'comfort', 'zones']","['contribute', 'society', 'one', 'step', 'comfort', 'zones']",0
178,2/19/2019 11:17,India,335,387,"music is what you need in every mood, here is the top10 punjabi songs list check out your favourite… ","['music', 'need', 'every', 'mood', 'top10', 'punjabi', 'songs', 'list', 'check', 'favourite…']","['music', 'need', 'every', 'mood', 'top10', 'punjabi', 'songs', 'list', 'check', 'favourite…']",4
179,2/19/2019 11:17,"Enugu, Nigeria",2910,415,"nowplaying  onthelow""'  on playzone with  tuesday tuesdaymotivation tuesdaythoughts enugu","['nowplaying', 'onthelow', 'playzone', 'tuesday', 'tuesdaymotivation', 'tuesdaythoughts', 'enugu']","['nowplaying', 'onthelow', 'playzone', 'tuesdaymotivation', 'enugu']",0
180,2/19/2019 11:17,Worldwide,163427,22608,“your mind will quit a thousand times before you body will. feel the fear and do it anyway.” – unknown… ,"['“your', 'mind', 'quit', 'thousand', 'times', 'body', 'feel', 'fear', 'anyway”', '–', 'unknown…']","['“your', 'mind', 'quit', 'thousand', 'times', 'body', 'feel', 'fear', 'anyway”', '–', 'unknown…']",0
181,2/19/2019 11:17,,157,1300,    should donkeys now stop being exploited in santorini? keep them from being… ,"['donkeys', 'stop', 'exploited', 'santorini', 'keep', 'being…']","['donkeys', 'stop', 'exploited', 'santorini', 'keep', 'being…']",4
182,2/19/2019 11:18,"Ibadan, Nigeria",7354,69,liveonair: raypowerlounge w/   terrifictuesday tuesdaythoughts tuesdaymotivation  i feel it c… ,"['liveonair', 'raypowerlounge', 'w', 'terrifictuesday', 'tuesdaythoughts', 'tuesdaymotivation', 'feel', 'c…']","['liveonair', 'raypowerlounge', 'w', 'terrifictuesday', 'tuesdaymotivation', 'feel', 'c…']",0
183,2/19/2019 11:18,"Pune, India",62,97,alas if only fasting could prolong a life karvachauth lostpilots aeroshow aeroindia2019 suryakirans banglore… ,"['alas', 'fasting', 'could', 'prolong', 'life', 'karvachauth', 'lostpilots', 'aeroshow', 'aeroindia2019', 'suryakirans', 'banglore…']","['alas', 'fasting', 'could', 'prolong', 'life', 'karvachauth', 'lostpilots', 'aeroshow', 'aeroindia2019', 'suryakirans', 'banglore…']",0
184,2/19/2019 11:18,Bobo-dioulasso BF,4308,4253,sad and comic,"['sad', 'comic']","['sad', 'comic']",0
185,2/19/2019 11:18,Luton & Elstree,1736,1191,remember mofo it’s chooseday gym gymlife bodybuilding hypnosis expert hypnotherapy overcomeyourphobia… ,"['remember', 'mofo', 'it’s', 'chooseday', 'gym', 'gymlife', 'bodybuilding', 'hypnosis', 'expert', 'hypnotherapy', 'overcomeyourphobia…']","['remember', 'mofo', 'it’s', 'chooseday', 'gym', 'gymlife', 'bodybuilding', 'hypnosis', 'expert', 'hypnotherapy', 'overcomeyourphobia…']",0
186,2/19/2019 11:18,"Federal Capital Territory, Nig",577,889,dont let jealousy make you hate a person you should be learning from. tuesdaythoughts ,"['dont', 'let', 'jealousy', 'make', 'hate', 'person', 'learning', 'tuesdaythoughts']","['dont', 'let', 'jealousy', 'make', 'hate', 'person', 'learning']",0
187,2/19/2019 11:18,NYC 🍎🗽❣️,4791,4003,good morning  our amazing journey continues  get going keep going  tuesdaythoughts  ,"['good', 'morning', 'amazing', 'journey', 'continues', 'get', 'going', 'keep', 'going', 'tuesdaythoughts']","['good', 'morning', 'amazing', 'journey', 'continues', 'get', 'going', 'keep', 'going']",4
188,2/19/2019 11:18,There's Me@REEATIME @ANNAWAANT,4846,5209,"tuesdaythoughts you have got it all together in one place all the things you want, again  ","['tuesdaythoughts', 'got', 'together', 'one', 'place', 'things', 'want']","['got', 'together', 'one', 'place', 'things', 'want']",4
189,2/19/2019 11:18,,7,88,we can do more of this than calling me derogatory or denigrating names. it all begins with calm dialog and not shou… ,"['calling', 'derogatory', 'denigrating', 'names', 'begins', 'calm', 'dialog', 'shou…']","['calling', 'derogatory', 'denigrating', 'names', 'begins', 'calm', 'dialog', 'shou…']",4
190,2/19/2019 11:18,,0,1,pls  flat 10% off coupon: boitg10p  taheemrajat web:  fb:… ,"['pls', 'flat', '10', 'coupon', 'boitg10p', 'taheemrajat', 'web', 'fb…']","['pls', 'flat', '10', 'coupon', 'boitg10p', 'taheemrajat', 'web', 'fb…']",0
191,2/19/2019 11:18,"Corvallis, OR",244,411,fridge has the letter “d” refrigerator does not  tuesdaythoughts,"['fridge', 'letter', '“d”', 'refrigerator', 'tuesdaythoughts']","['fridge', 'letter', '“d”', 'refrigerator']",0
192,2/19/2019 11:18,https://www.amazon.com/dp/B07KZSBL3C,0,0,do more with yourself today tuesdaythoughts tuesdaymotivation,"['today', 'tuesdaythoughts', 'tuesdaymotivation']","['today', 'tuesdaymotivation']",0
193,2/19/2019 11:18,suisse bale basel switzerland ,565,171,twitter trend worldwide  * loona_butterfly *  * all893 *  * felizmartes *… ,"['twitter', 'trend', 'worldwide', 'loonabutterfly', 'all893', 'felizmartes', '…']","['twitter', 'trend', 'worldwide', 'loonabutterfly', 'all893', 'felizmartes']",4
194,2/19/2019 11:18,United States,1981,1941,"blackhistorymonth tuesdaythoughts honoring genius, scientist, the late, great benjamin banneker. education… ","['blackhistorymonth', 'tuesdaythoughts', 'honoring', 'genius', 'scientist', 'late', 'great', 'benjamin', 'banneker', 'education…']","['blackhistorymonth', 'honoring', 'genius', 'scientist', 'late', 'great', 'benjamin', 'banneker', 'education…']",0
195,2/19/2019 11:18,"California, USA",640,1395,roger stone goes to jail  tuesdaythoughts,"['roger', 'stone', 'goes', 'jail', 'tuesdaythoughts']","['roger', 'stone', 'goes', 'jail']",0
196,2/19/2019 11:18,"West Midlands, England",36,39,why not use the ancient aristotelian method to happiness and life satisfaction? after all wisdom does not come thro… ,"['use', 'ancient', 'aristotelian', 'method', 'happiness', 'life', 'satisfaction', 'wisdom', 'come', 'thro…']","['use', 'ancient', 'aristotelian', 'method', 'happiness', 'life', 'satisfaction', 'wisdom', 'come', 'thro…']",0
197,2/19/2019 11:18,"Ohio, USA and the World.",10278,10600,break out the vinylcollection today mates tuesdaymotivation tuesdaythoughts phonograph music,"['break', 'vinylcollection', 'today', 'mates', 'tuesdaymotivation', 'tuesdaythoughts', 'phonograph', 'music']","['break', 'vinylcollection', 'today', 'mates', 'tuesdaymotivation', 'phonograph', 'music']",0
198,2/19/2019 11:18,"Runcorn, England",45,281,"what could your business do with a touchscreen, fanless, led epos terminal with optional customer screen, card read… ","['could', 'business', 'touchscreen', 'fanless', 'led', 'epos', 'terminal', 'optional', 'customer', 'screen', 'card', 'read…']","['could', 'business', 'touchscreen', 'fanless', 'led', 'epos', 'terminal', 'optional', 'customer', 'screen', 'card', 'read…']",0
199,2/19/2019 11:18,"Minden, LA",750,640,he had a dream two years ago. tuesdaythoughts tuesdaymotivation oloni ,"['dream', 'two', 'years', 'ago', 'tuesdaythoughts', 'tuesdaymotivation', 'oloni']","['dream', 'two', 'years', 'ago', 'tuesdaymotivation', 'oloni']",0
200,2/19/2019 11:18,,51930,55032,getting up and getting prepared tuesdaythoughts,"['getting', 'getting', 'prepared', 'tuesdaythoughts']","['getting', 'getting', 'prepared']",4
201,2/19/2019 11:18,france ,5613,5222,happy new tuesday 🤗 tuesdaythoughts socialsafety luckyducker ,"['happy', 'new', 'tuesday', '🤗', 'tuesdaythoughts', 'socialsafety', 'luckyducker']","['happy', 'new', '🤗', 'socialsafety', 'luckyducker']",4
202,2/19/2019 11:18,,1024,803,  your descent into the ridiculous continues. tuesdaythoughts,"['descent', 'ridiculous', 'continues', 'tuesdaythoughts']","['descent', 'ridiculous', 'continues']",0
203,2/19/2019 11:18,"Right outside Philly, PA",2533,3452,"oh how i used to love presidential quotes ""ask not what you can do  "" i miss presidential quotes. it's sad  thi… ","['oh', 'used', 'love', 'presidential', 'quotes', 'ask', 'miss', 'presidential', 'quotes', 'sad', 'thi…']","['oh', 'used', 'love', 'presidential', 'quotes', 'ask', 'miss', 'presidential', 'quotes', 'sad', 'thi…']",4
204,2/19/2019 11:18,On The T Or In Outer Space,1859,700,ready to log another brilliant tuesday on the books? tuesdaythoughts tuesdaymotivation ,"['ready', 'log', 'another', 'brilliant', 'tuesday', 'books', 'tuesdaythoughts', 'tuesdaymotivation']","['ready', 'log', 'another', 'brilliant', 'books', 'tuesdaymotivation']",0
205,2/19/2019 11:19,"Ibadan, Nigeria",7354,69,liveonair: raypowerlounge w/   terrifictuesday tuesdaythoughts tuesdaymotivation not for sale… ,"['liveonair', 'raypowerlounge', 'w', 'terrifictuesday', 'tuesdaythoughts', 'tuesdaymotivation', 'sale…']","['liveonair', 'raypowerlounge', 'w', 'terrifictuesday', 'tuesdaymotivation', 'sale…']",0
206,2/19/2019 11:19,,2384,2293,    colours of the world  happy flowering tuesday… ,"['colours', 'world', 'happy', 'flowering', 'tuesday…']","['colours', 'world', 'happy', 'flowering', 'tuesday…']",4
207,2/19/2019 11:19,"Cape Town, South Africa",16254,8927,"“without goals, and plans to reach them, you are like a ship that has set sail with no destination.” – unknown… ","['“without', 'goals', 'plans', 'reach', 'like', 'ship', 'set', 'sail', 'destination”', '–', 'unknown…']","['“without', 'goals', 'plans', 'reach', 'like', 'ship', 'set', 'sail', 'destination”', '–', 'unknown…']",0
208,2/19/2019 11:19,"Iowa, USA",81,162,"am i the only who finds the phrase ""waning gibbous"" hilarious? tuesdaythoughts","['finds', 'phrase', 'waning', 'gibbous', 'hilarious', 'tuesdaythoughts']","['finds', 'phrase', 'waning', 'gibbous', 'hilarious']",0
209,2/19/2019 11:19,Africa,1175,5002,tv station cancels live broadcast because female referee was wearing shorts  …… ,"['tv', 'station', 'cancels', 'live', 'broadcast', 'female', 'referee', 'wearing', 'shorts', '……']","['tv', 'station', 'cancels', 'live', 'broadcast', 'female', 'referee', 'wearing', 'shorts', '……']",4
210,2/19/2019 11:19,Bangalore,186,57,buffet menu consisting of 50+ items: 1 soup 6 salads 4 starters 16 main course 12 desserts chaat counter… ,"['buffet', 'menu', 'consisting', '50', 'items', '1', 'soup', '6', 'salads', '4', 'starters', '16', 'main', 'course', '12', 'desserts', 'chaat', 'counter…']","['buffet', 'menu', 'consisting', '50', 'items', '1', 'soup', '6', 'salads', '4', 'starters', '16', 'main', 'course', '12', 'desserts', 'chaat', 'counter…']",0
211,2/19/2019 11:19,Pennsylvania & NJ USA  ,107405,101712,"your morning ""oof."" tuesdaythoughts tuesdaymorning ","['morning', 'oof', 'tuesdaythoughts', 'tuesdaymorning']","['morning', 'oof', 'tuesdaymorning']",4
212,2/19/2019 11:19,"Ibadan, Nigeria",4971,4617,vibing emotionless  thezone with  terrifictuesday tuesdaythoughts ,"['vibing', 'emotionless', 'thezone', 'terrifictuesday', 'tuesdaythoughts']","['vibing', 'emotionless', 'thezone', 'terrifictuesday']",0
213,2/19/2019 11:19,"Lagos, Nigeria",230,79,automation is coming to the professional advisers sector which needs to be thinking now about branding in order to… ,"['automation', 'coming', 'professional', 'advisers', 'sector', 'needs', 'thinking', 'branding', 'order', 'to…']","['automation', 'coming', 'professional', 'advisers', 'sector', 'needs', 'thinking', 'branding', 'order', 'to…']",4
214,2/19/2019 11:19,Africa,1175,5002,tv station cancels live broadcast because female referee was wearing shorts  …… ,"['tv', 'station', 'cancels', 'live', 'broadcast', 'female', 'referee', 'wearing', 'shorts', '……']","['tv', 'station', 'cancels', 'live', 'broadcast', 'female', 'referee', 'wearing', 'shorts', '……']",4
215,2/19/2019 11:19,Lagos,1751,1848,buhari didn’t order nigerians to be shot summarily – tinubu  snatchatyouownrisk… ,"['buhari', 'didn’t', 'order', 'nigerians', 'shot', 'summarily', '–', 'tinubu', 'snatchatyouownrisk…']","['buhari', 'didn’t', 'order', 'nigerians', 'shot', 'summarily', '–', 'tinubu', 'snatchatyouownrisk…']",0
216,2/19/2019 11:19,جمهورية الموز  ,12721,4794,sometimes  tuesdaythoughts ,"['sometimes', 'tuesdaythoughts']",['sometimes'],0
217,2/19/2019 11:19,"Eldoret, Kenya",1232,2068,there is a slay queen busy calling your father 'childish' out there while back in the house you guys are afraid of… ,"['slay', 'queen', 'busy', 'calling', 'father', 'childish', 'back', 'house', 'guys', 'afraid', 'of…']","['slay', 'queen', 'busy', 'calling', 'father', 'childish', 'back', 'house', 'guys', 'afraid', 'of…']",0
218,2/19/2019 11:19, In between 🇳🇬 and 🇱🇷,5191,4859,i'm only responsible for what i say and not for what you understand tuesdaythoughts,"['im', 'responsible', 'say', 'understand', 'tuesdaythoughts']","['im', 'responsible', 'say', 'understand']",0
219,2/19/2019 11:19,"Bengaluru, India",116,95,"i'm not made up of information. rather, i'm made up of emotions. emotions me information personality randomthought tuesdaythoughts","['im', 'made', 'information', 'rather', 'im', 'made', 'emotions', 'emotions', 'information', 'personality', 'randomthought', 'tuesdaythoughts']","['im', 'made', 'information', 'rather', 'im', 'made', 'emotions', 'emotions', 'information', 'personality', 'randomthought']",0
220,2/19/2019 11:19,Africa,1175,5002,tv station cancels live broadcast because female referee was wearing shorts  …… ,"['tv', 'station', 'cancels', 'live', 'broadcast', 'female', 'referee', 'wearing', 'shorts', '……']","['tv', 'station', 'cancels', 'live', 'broadcast', 'female', 'referee', 'wearing', 'shorts', '……']",4
221,2/19/2019 11:19,"Ohio, USA",6756,4313,"stand strong, hold your ground and let them deal with the fallout. sometimes, it’s just not your problem.… ","['stand', 'strong', 'hold', 'ground', 'let', 'deal', 'fallout', 'sometimes', 'it’s', 'problem…']","['stand', 'strong', 'hold', 'ground', 'let', 'deal', 'fallout', 'sometimes', 'it’s', 'problem…']",0
222,2/19/2019 11:19,St Helens,57,404,take your beloved furry friend to a nearby friendly beach this half term  ezeecopy  ,"['take', 'beloved', 'furry', 'friend', 'nearby', 'friendly', 'beach', 'half', 'term', 'ezeecopy']","['take', 'beloved', 'furry', 'friend', 'nearby', 'friendly', 'beach', 'half', 'term', 'ezeecopy']",0
223,2/19/2019 11:19,London / Global ,1983,2453,"“the best teachers are those who show you where to look, but don't tell you what to see.”  alexandra k. trenfor… ","['“the', 'best', 'teachers', 'show', 'look', 'dont', 'tell', 'see”', 'alexandra', 'k', 'trenfor…']","['“the', 'best', 'teachers', 'show', 'look', 'dont', 'tell', 'see”', 'alexandra', 'k', 'trenfor…']",0
224,2/19/2019 11:19,Republic of Croatia,16,46,weddings and celebrations on while sailing are remarkable sailing weddings tuesdaythoughts traveltuesday ocean… ,"['weddings', 'celebrations', 'sailing', 'remarkable', 'sailing', 'weddings', 'tuesdaythoughts', 'traveltuesday', 'ocean…']","['weddings', 'celebrations', 'sailing', 'remarkable', 'sailing', 'weddings', 'traveltuesday', 'ocean…']",0
225,2/19/2019 11:19,tampa,10833,9906,  not a bad view while you learn.  tuesdaythoughts tampabayfl tampa tampabay ,"['bad', 'view', 'learn', 'tuesdaythoughts', 'tampabayfl', 'tampa', 'tampabay']","['bad', 'view', 'learn', 'tampabayfl', 'tampa', 'tampabay']",0
226,2/19/2019 11:19,Leicestershire,545,791,lovely. this is the kind of thing i joined the  for. on the other hand   way too heavy with the c… ,"['lovely', 'kind', 'thing', 'joined', 'hand', 'way', 'heavy', 'c…']","['lovely', 'kind', 'thing', 'joined', 'hand', 'way', 'heavy', 'c…']",4
227,2/19/2019 11:19,"Birmingham, England",111,554,"if everyone is moving forward together, then success takes care of itself. hr tuesdaythoughts ","['everyone', 'moving', 'forward', 'together', 'success', 'takes', 'care', 'hr', 'tuesdaythoughts']","['everyone', 'moving', 'forward', 'together', 'success', 'takes', 'care', 'hr']",0
228,2/19/2019 11:19,,12,1,"it's big, it's bold and it's beautiful. so go out and enjoy the world have wheelchair, will travel? for useful and… ","['big', 'bold', 'beautiful', 'go', 'enjoy', 'world', 'wheelchair', 'travel', 'useful', 'and…']","['big', 'bold', 'beautiful', 'go', 'enjoy', 'world', 'wheelchair', 'travel', 'useful', 'and…']",4
229,2/19/2019 11:19,the WORLD over,11242,12409,poem breathes thoughts thanks for all the help promoting the newbook 17 &amp; life. 4 now a poem for… ,"['poem', 'breathes', 'thoughts', 'thanks', 'help', 'promoting', 'newbook', '17', 'amp', 'life', '4', 'poem', 'for…']","['poem', 'breathes', 'thanks', 'help', 'promoting', 'newbook', '17', 'amp', 'life', '4', 'poem', 'for…']",4
230,2/19/2019 11:19,,2971,372,"my gaze is fixed on the lord &amp; his eternal word. i refuse to be moved, distracted or influenced by situations or c… ","['gaze', 'fixed', 'lord', 'amp', 'eternal', 'word', 'refuse', 'moved', 'distracted', 'influenced', 'situations', 'c…']","['gaze', 'fixed', 'lord', 'amp', 'eternal', 'word', 'refuse', 'moved', 'distracted', 'influenced', 'situations', 'c…']",0
231,2/19/2019 11:19,,33088,30980,dear members of the gop who are still supporting orange turd  you should be ashamed of yourselves.… ,"['dear', 'members', 'gop', 'still', 'supporting', 'orange', 'turd', 'ashamed', 'yourselves…']","['dear', 'members', 'gop', 'still', 'supporting', 'orange', 'turd', 'ashamed', 'yourselves…']",4
232,2/19/2019 11:19,Africa,2310,2704,i am liverpool.i am red. you'll never walk alone. it's game day tuesdaythoughts gainwithuntamedtv livbay can't wait to rip bayern apart,"['liverpooli', 'red', 'youll', 'never', 'walk', 'alone', 'game', 'day', 'tuesdaythoughts', 'gainwithuntamedtv', 'livbay', 'cant', 'wait', 'rip', 'bayern', 'apart']","['liverpooli', 'red', 'youll', 'never', 'walk', 'alone', 'game', 'day', 'gainwithuntamedtv', 'livbay', 'cant', 'wait', 'rip', 'bayern', 'apart']",0
233,2/19/2019 11:19,"Dallas, TX",2963,2665,guide me as my day goes. tuesdaymorning tuesdaythoughts,"['guide', 'day', 'goes', 'tuesdaymorning', 'tuesdaythoughts']","['guide', 'day', 'goes', 'tuesdaymorning']",0
234,2/19/2019 11:20,UK,7432,8345,"do you know the basics about what foster care is? what about who can foster, or the type of children that enter the… ","['know', 'basics', 'foster', 'care', 'foster', 'type', 'children', 'enter', 'the…']","['know', 'basics', 'foster', 'care', 'foster', 'type', 'children', 'enter', 'the…']",0
235,2/19/2019 11:20,Global,123467,81141,may all beings be happy buddha joytrain &gt; joy love kindness kjoys… ,"['may', 'beings', 'happy', 'buddha', 'joytrain', 'gt', 'joy', 'love', 'kindness', 'kjoys…']","['may', 'beings', 'happy', 'buddha', 'joytrain', 'gt', 'joy', 'love', 'kindness', 'kjoys…']",4
236,2/19/2019 11:20,"Milton Keynes, England",37,59,success is not an accident. nor is it the result of just one monumental decision. success is the result of a contin… ,"['success', 'accident', 'result', 'one', 'monumental', 'decision', 'success', 'result', 'contin…']","['success', 'accident', 'result', 'one', 'monumental', 'decision', 'success', 'result', 'contin…']",4
237,2/19/2019 11:20,"North West, England",1249,3950," just for you  check out this clearance guy laroche™, drakkar noir eau de toilette spray 100ml, new in from our… ","['check', 'clearance', 'guy', 'laroche™', 'drakkar', 'noir', 'eau', 'de', 'toilette', 'spray', '100ml', 'new', 'our…']","['check', 'clearance', 'guy', 'laroche™', 'drakkar', 'noir', 'eau', 'de', 'toilette', 'spray', '100ml', 'new', 'our…']",4
238,2/19/2019 11:20,,80,32,you don't need to go to kashmir to repeal article370 and article35a. you can do it in delhi itself if you have t… ,"['dont', 'need', 'go', 'kashmir', 'repeal', 'article370', 'article35a', 'delhi', 't…']","['dont', 'need', 'go', 'kashmir', 'repeal', 'article370', 'article35a', 'delhi', 't…']",0
239,2/19/2019 11:20,"Warri, Nigeria",234,158,"tuesdaythoughts johann pachelbel's *canon in d*: ""i will be the song that will be playing when the righteous are… ","['tuesdaythoughts', 'johann', 'pachelbels', 'canon', 'song', 'playing', 'righteous', 'are…']","['johann', 'pachelbels', 'canon', 'song', 'playing', 'righteous', 'are…']",4
240,2/19/2019 11:20,Amritsar,1140,871,18k yellow gold royal necklace set with antique finish latest designs   jewellery fashion… ,"['18k', 'yellow', 'gold', 'royal', 'necklace', 'set', 'antique', 'finish', 'latest', 'designs', 'jewellery', 'fashion…']","['18k', 'yellow', 'gold', 'royal', 'necklace', 'set', 'antique', 'finish', 'latest', 'designs', 'jewellery', 'fashion…']",0
241,2/19/2019 11:20,,0,1,pls  flat 10% off coupon: boitg10p  taheemrajat web:  fb:… ,"['pls', 'flat', '10', 'coupon', 'boitg10p', 'taheemrajat', 'web', 'fb…']","['pls', 'flat', '10', 'coupon', 'boitg10p', 'taheemrajat', 'web', 'fb…']",0
242,2/19/2019 11:20,,3255,1972,10 selfsabotaging words and 10 alternatives   blog by  wuvip… ,"['10', 'selfsabotaging', 'words', '10', 'alternatives', 'blog', 'wuvip…']","['10', 'selfsabotaging', 'words', '10', 'alternatives', 'blog', 'wuvip…']",0
243,2/19/2019 11:20,Global,8440,7252,10 selfsabotaging words and 10 alternatives   blog by  wuvip… ,"['10', 'selfsabotaging', 'words', '10', 'alternatives', 'blog', 'wuvip…']","['10', 'selfsabotaging', 'words', '10', 'alternatives', 'blog', 'wuvip…']",0
244,2/19/2019 11:20,"London, England ",4962,4200,seek knowledge daily aimhigh makeyourownlane entrepreneur selfimprovement makeyourmark mpgvip defstar5… ,"['seek', 'knowledge', 'daily', 'aimhigh', 'makeyourownlane', 'entrepreneur', 'selfimprovement', 'makeyourmark', 'mpgvip', 'defstar5…']","['seek', 'knowledge', 'daily', 'aimhigh', 'makeyourownlane', 'entrepreneur', 'selfimprovement', 'makeyourmark', 'mpgvip', 'defstar5…']",4
245,2/19/2019 11:20,NJ USA & Portugal,14252,12150,10 selfsabotaging words and 10 alternatives   blog by  wuvip… ,"['10', 'selfsabotaging', 'words', '10', 'alternatives', 'blog', 'wuvip…']","['10', 'selfsabotaging', 'words', '10', 'alternatives', 'blog', 'wuvip…']",0
246,2/19/2019 11:20,"Dunfermline, Scotland",105,150,accents are just fonts for your mouth. tuesdaythoughts thingsthatmakesyougohmm accents,"['accents', 'fonts', 'mouth', 'tuesdaythoughts', 'thingsthatmakesyougohmm', 'accents']","['accents', 'fonts', 'mouth', 'thingsthatmakesyougohmm', 'accents']",0
247,2/19/2019 11:20,,3294,4237,nobody knows it but you've got a secret smile &amp; you use it only for me tuesdaythoughts,"['nobody', 'knows', 'youve', 'got', 'secret', 'smile', 'amp', 'use', 'tuesdaythoughts']","['nobody', 'knows', 'youve', 'got', 'secret', 'smile', 'amp', 'use']",4
248,2/19/2019 11:20,,54,40,"all my friends are heathens, take it slow  tuesdaythoughts","['friends', 'heathens', 'take', 'slow', 'tuesdaythoughts']","['friends', 'heathens', 'take', 'slow']",0
249,2/19/2019 11:20,"New York, NY",881,4884, not surprising at all. nobody likes israel or zionists. the ones pretending to like them are only milk… ,"['surprising', 'nobody', 'likes', 'israel', 'zionists', 'ones', 'pretending', 'like', 'milk…']","['surprising', 'nobody', 'likes', 'israel', 'zionists', 'ones', 'pretending', 'like', 'milk…']",0
250,2/19/2019 11:20,"Nigeria,West Africa",2291,760,"it's also recommended in a hadith to eat dates on daily basis in the morning. if prophet muhammad (saw), recommends… ","['also', 'recommended', 'hadith', 'eat', 'dates', 'daily', 'basis', 'morning', 'prophet', 'muhammad', 'saw', 'recommends…']","['also', 'recommended', 'hadith', 'eat', 'dates', 'daily', 'basis', 'morning', 'prophet', 'muhammad', 'saw', 'recommends…']",4
251,2/19/2019 11:20,Mars,47,65,happy tuesday everyone . i hope everyone has a wonderful day. tuesdaythoughts tuesdaymotivation letsgo tuesdaymorning,"['happy', 'tuesday', 'everyone', 'hope', 'everyone', 'wonderful', 'day', 'tuesdaythoughts', 'tuesdaymotivation', 'letsgo', 'tuesdaymorning']","['happy', 'everyone', 'hope', 'everyone', 'wonderful', 'day', 'tuesdaymotivation', 'letsgo', 'tuesdaymorning']",4
252,2/19/2019 11:20,United States of America,3580,5002,hrc is the rightful potus. if trump hadn’t conspired with the russians and god knows who else   can you imagine… ,"['hrc', 'rightful', 'potus', 'trump', 'hadn’t', 'conspired', 'russians', 'god', 'knows', 'else', 'imagine…']","['hrc', 'rightful', 'potus', 'trump', 'hadn’t', 'conspired', 'russians', 'god', 'knows', 'else', 'imagine…']",0
253,2/19/2019 11:20,"Mumbai, India",3,0,"dr. samir karkhanis invites you to attend the exclusive masterclass on ""how to grow your business"" in your own c… ","['dr', 'samir', 'karkhanis', 'invites', 'attend', 'exclusive', 'masterclass', 'grow', 'business', 'c…']","['dr', 'samir', 'karkhanis', 'invites', 'attend', 'exclusive', 'masterclass', 'grow', 'business', 'c…']",4
254,2/19/2019 11:20,Grantham,970,1078, introduces our phoenix cohort to what our health mentor training programme will entail this week a… ,"['introduces', 'phoenix', 'cohort', 'health', 'mentor', 'training', 'programme', 'entail', 'week', 'a…']","['introduces', 'phoenix', 'cohort', 'health', 'mentor', 'training', 'programme', 'entail', 'week', 'a…']",0
255,2/19/2019 11:20,,59,514,"when you blame others, you give up your power to change. — robert anthony tuesdaythoughts","['blame', 'others', 'give', 'power', 'change', '—', 'robert', 'anthony', 'tuesdaythoughts']","['blame', 'others', 'give', 'power', 'change', '—', 'robert', 'anthony']",0
256,2/19/2019 11:20,Planet Earth,4183,4995,omfg tuesdaythoughts alabama newspaper publisher calls on kkk to get the ropes and ‘clean up d.c.’ ,"['omfg', 'tuesdaythoughts', 'alabama', 'newspaper', 'publisher', 'calls', 'kkk', 'get', 'ropes', '‘clean', 'dc’']","['omfg', 'alabama', 'newspaper', 'publisher', 'calls', 'kkk', 'get', 'ropes', '‘clean', 'dc’']",0
257,2/19/2019 11:20,,33088,30980,i'm shocked 'trump engaged in suspect tax schemes as he reaped riches from his father'.  …… ,"['im', 'shocked', 'trump', 'engaged', 'suspect', 'tax', 'schemes', 'reaped', 'riches', 'father', '……']","['im', 'shocked', 'trump', 'engaged', 'suspect', 'tax', 'schemes', 'reaped', 'riches', 'father', '……']",0
258,2/19/2019 11:20,England,4424,4238,"very little is needed to make a happy life; it is all within yourself, in your way of thinking.""  marcus aureliu… ","['little', 'needed', 'make', 'happy', 'life', 'within', 'way', 'thinking', 'marcus', 'aureliu…']","['little', 'needed', 'make', 'happy', 'life', 'within', 'way', 'thinking', 'marcus', 'aureliu…']",4
